Row Type,Action,Keyword status,Campaign,Ad group,Keyword,Type
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,yacht rental algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,yacht rental portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat charter algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat charter portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat hire algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat hire portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat rental algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat rental portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,cranchi yacht algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,cranchi charter,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,private yacht algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,yacht charter algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,luxury yacht algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,private boat to benagil,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — EN,boat charter portimão,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate privado algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate privado portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate privado portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,charter iate algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,charter iate portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer iate algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer iate portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer barco algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer barco portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer barco portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,barco privado algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,barco privado portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,barco privado benagil,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,passeio privado benagil,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate luxo algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate luxo portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,cranchi algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,iate privado algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,charter iate algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,aluguer barco algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — PT,barco privado benagil,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate privado algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate privado portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate privado portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,charter yate algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,alquiler yate algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,alquiler yate portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,alquiler barco algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,alquiler barco portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,barco privado algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,barco privado a benagil,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,barco privado cuevas benagil,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate de lujo algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate de lujo portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,cranchi algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,yate privado algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,alquiler yate algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — ES,barco privado benagil,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht privé algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht privé portimão,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht privé portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,location yacht algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,location yacht portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,location bateau algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,location bateau portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,charter yacht algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,bateau privé algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,bateau privé portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,bateau privé benagil,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht de luxe algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht de luxe portimao,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,cranchi algarve,Exact match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,yacht privé algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,location yacht algarve,Phrase match
Keyword,Add,Enabled,NB — Cranchi Yacht,CRANCHI — FR,bateau privé benagil,Phrase match
