Row Type,Action,Keyword status,Campaign,Ad group,Keyword,Type
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — EN,fishing trip algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — EN,reef fishing algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — EN,boat fishing portimão,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — EN,algarve fishing,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca de fundo algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca de fundo portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca de fundo portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,passeio de pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,passeio de pesca portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca desportiva algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca desportiva portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca barco algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca barco portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,passeio pesca portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca em família algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca com crianças algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca meio dia algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,experiência pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca de fundo algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,passeio pesca algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca barco algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — PT,pesca portimão,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca deportiva algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca deportiva portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca en barco algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca en barco portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,tour de pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,excursion pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,excursión pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,charter pesca algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,charter pesca portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca en familia algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca media jornada algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca recifes algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca arrecifes algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,excursion pesca algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,pesca en barco algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — ES,tour pesca portimão,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche portimão,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,sortie pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,sortie pêche portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,excursion pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,excursion pêche portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,tour pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche en mer algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche en bateau algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche en bateau portimao,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche en famille algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,demi journée pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,charter pêche algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche récif algarve,Exact match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,excursion pêche algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,pêche en mer algarve,Phrase match
Keyword,Add,Enabled,NB — Reef Fishing,FISHING — FR,sortie pêche portimão,Phrase match
