Row Type,Action,Keyword status,Campaign,Ad group,Keyword,Type
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,yate vela algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,yate vela portimao,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,navegar a vela algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,navegar algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,velero de lujo algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,medio dia velero algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,dia entero velero algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,velero algarve,Phrase match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,yate de vela algarve,Phrase match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — ES,paseo en velero algarve,Phrase match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier portimao,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier portimão,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier privé algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,location voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,location voilier portimao,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,charter voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,balade voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,excursion voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,excursion voile algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,yacht à voile algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,yacht à voile portimao,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,navigation à voile algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voile algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voile portimão,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier de luxe algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,demi journée voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,journée voilier algarve,Exact match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,voilier algarve,Phrase match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,yacht à voile algarve,Phrase match
Keyword,Add,Enabled,NB — Sail Yacht,SAIL — FR,location voilier algarve,Phrase match
