Row Type,Action,Keyword status,Campaign,Ad group,Keyword,Type
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — EN,xride algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — EN,xride benagil,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — EN,royal nautic algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,algarve experience,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,algarve experience portimão,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,dreamwave,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,dreamwave algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,dreamwave portimão,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,xride,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,xride algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,xride portimão,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,algarve discovery,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,algarve discovery portimão,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,royal nautic,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,royal nautic algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,royal nautic portimão,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,dreamwave algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,xride algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — PT,royal nautic algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,algarve experience,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,algarve experience portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,dreamwave,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,dreamwave algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,dreamwave portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,xride,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,xride algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,xride portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,algarve discovery,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,algarve discovery portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,royal nautic,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,royal nautic algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,royal nautic portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,dreamwave algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,xride algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — ES,royal nautic algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,algarve experience,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,algarve experience portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,dreamwave,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,dreamwave algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,dreamwave portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,xride,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,xride algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,xride portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,algarve discovery,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,algarve discovery portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,royal nautic,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,royal nautic algarve,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,royal nautic portimao,Exact match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,dreamwave algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,xride algarve,Phrase match
Keyword,Add,Enabled,BRAND — Competitors,COMPETITORS — FR,royal nautic algarve,Phrase match
